Brand,User_Age,Daily_Usage_(in_minutes)
Samsung,22,205
Xioami,43,72
LG,30,64
Oppo,40,125
LYF,29,42
Vivo,41,193
RealMe,18,-9
LG,38,136
Honor,23,159
Lenovo,18,214
Samsung,72,172
Oppo,28,150
Apple,31,132
LYF,29,98
Motorola,31,48
Xioami,79,191
Lenovo,40,23
OnePlus,32,133
Motorola,38,-11
Vivo,42,206
LG,70,63
Lenovo,51,105
Lenovo,48,183
OnePlus,45,104
Nokia,55,120
LYF,24,30
LG,37,83
Xioami,38,87
LG,35,171
OnePlus,51,36
Honor,32,51
Motorola,16,160
Xioami,49,28
Nokia,43,260
Apple,42,121
Honor,62,-11
Motorola,28,244
Xioami,68,172
LYF,38,145
Apple,39,-98
Lenovo,36,135
Samsung,15,62
Nokia,44,170
Lenovo,53,58
OnePlus,61,92
Nokia,16,156
Honor,49,145
Vivo,46,204
Vivo,45,11
Xioami,26,161
Apple,34,92
Motorola,27,184
RealMe,36,213
OnePlus,45,38
LG,47,253
Vivo,36,161
Samsung,40,159
LYF,11,185
Nokia,45,114
RealMe,46,42
RealMe,47,62
Oppo,35,144
Vivo,15,92
LYF,46,160
Motorola,24,207
Vivo,43,77
Motorola,28,145
RealMe,51,133
OnePlus,19,171
Samsung,34,214
Oppo,21,241
LYF,29,48
Oppo,41,144
Vivo,40,261
OnePlus,10,123
Motorola,36,170
Vivo,35,-50
Samsung,38,295
Nokia,37,138
Oppo,54,150
Lenovo,18,190
Samsung,62,221
Nokia,10,134
Samsung,35,91
Oppo,37,111
Honor,14,-52
Motorola,23,130
Honor,36,109
Samsung,20,247
Xioami,22,66
Samsung,18,289
Honor,45,173
Apple,27,23
LYF,22,206
LYF,30,249
LG,39,38
Lenovo,29,198
Samsung,33,53
LYF,20,28
Xioami,34,191
Nokia,40,214
Samsung,39,199
Lenovo,20,100
LYF,25,-97
Xioami,16,42
LYF,35,218
LYF,38,194
LG,12,62
Motorola,24,25
RealMe,58,104
Nokia,59,30
Honor,46,151
Oppo,52,107
RealMe,53,85
OnePlus,36,46
Samsung,42,116
Vivo,39,71
OnePlus,18,81
LYF,45,174
Samsung,34,-28
Motorola,31,90
LG,21,235
Samsung,16,25
RealMe,66,217
Lenovo,50,203
Vivo,56,195
Lenovo,42,82
Nokia,40,255
Vivo,27,96
LYF,37,153
Honor,52,182
Oppo,13,114
Lenovo,21,191
Honor,19,130
Xioami,36,47
Honor,24,-49
OnePlus,33,157
Honor,27,215
Vivo,55,116
Motorola,52,-16
Oppo,43,85
LG,45,-34
Vivo,31,159
Apple,16,-30
Lenovo,26,252
OnePlus,12,63
Lenovo,26,202
LG,26,169
Nokia,33,87
Oppo,35,58
Xioami,40,91
Samsung,44,191
Lenovo,40,245
OnePlus,34,124
Vivo,40,20
Motorola,16,101
Xioami,51,169
Samsung,17,39
OnePlus,67,104
Honor,27,64
Motorola,24,187
LG,28,104
OnePlus,44,76
Vivo,34,83
Xioami,57,89
Lenovo,29,48
Apple,44,29
OnePlus,27,167
LYF,11,164
Oppo,29,33
Xioami,20,86
Nokia,21,170
RealMe,34,18
Nokia,38,69
Oppo,40,162
OnePlus,45,222
Xioami,63,44
Lenovo,46,98
Oppo,45,224
RealMe,34,80
Oppo,37,217
LG,39,176
Oppo,24,169
LG,32,214
Oppo,44,219
RealMe,33,175
RealMe,20,122
LG,32,-15
Honor,24,83
Vivo,55,134
Lenovo,48,193
LG,39,181
Lenovo,43,170
Samsung,24,244
Nokia,65,192
LG,21,11
Nokia,43,28
Lenovo,33,166
Honor,70,147
Apple,60,-29
RealMe,57,102
Lenovo,58,21
OnePlus,36,23
Lenovo,35,158
LG,54,121
RealMe,28,-21
Samsung,42,79
Oppo,13,18
Samsung,58,-37
Nokia,73,129
RealMe,47,193
Nokia,10,144
RealMe,54,121
Apple,56,144
Honor,45,89
OnePlus,56,134
Honor,46,36
Lenovo,54,121
LG,21,64
Honor,32,246
Motorola,17,25
Samsung,49,73
Motorola,47,42
RealMe,58,190
Nokia,51,178
RealMe,36,204
Apple,55,93
Honor,32,175
Lenovo,18,13
RealMe,24,94
Samsung,43,196
LG,32,-55
Honor,20,267
Apple,45,47
Samsung,45,7
Lenovo,36,251
Motorola,23,172
RealMe,41,49
OnePlus,17,171
Motorola,49,182
Xioami,69,196
LYF,37,207
Oppo,15,178
Vivo,28,65
Samsung,19,54
OnePlus,41,135
Samsung,23,73
LG,25,169
OnePlus,39,119
LG,41,68
Samsung,54,-69
LG,44,94
Honor,26,-3
Vivo,44,61
Lenovo,47,70
Oppo,23,94
Vivo,33,102
OnePlus,24,46
Apple,23,95
OnePlus,10,189
Motorola,45,206
Xioami,41,195
LYF,30,116
Lenovo,38,152
Motorola,22,312
RealMe,22,96
OnePlus,32,141
LG,14,147
Nokia,45,34
Motorola,28,60
Oppo,25,74
Honor,40,109
Samsung,24,183
Apple,49,76
Motorola,35,22
Lenovo,20,227
Samsung,44,-23
Motorola,25,66
Honor,48,266
Lenovo,46,98
RealMe,50,64
LYF,46,126
Samsung,45,212
Honor,62,0
OnePlus,44,114
OnePlus,50,-21
Honor,46,170
Oppo,29,-120
OnePlus,25,301
Xioami,31,187
Vivo,21,178
Motorola,77,218
Nokia,64,144
Xioami,38,173
Xioami,44,298
Lenovo,29,164
Motorola,19,70
LYF,53,202
LYF,41,103
Samsung,22,82
Samsung,47,159
Honor,23,57
Vivo,22,90
Motorola,47,162
Xioami,24,83
Nokia,59,188
Samsung,39,189
Nokia,35,191
Vivo,21,136
RealMe,46,246
Lenovo,25,260
Lenovo,13,99
Lenovo,57,144
Samsung,50,-28
Vivo,43,173
Samsung,46,-48
Nokia,60,248
Apple,12,119
LYF,74,194
Lenovo,48,84
Samsung,44,69
Oppo,31,232
Lenovo,26,192
Nokia,19,159
Lenovo,54,180
Vivo,43,-29
Lenovo,18,103
Lenovo,36,152
Lenovo,19,150
Apple,29,196
Apple,24,181
OnePlus,14,-5
Vivo,35,236
Nokia,33,66
Lenovo,42,190
Apple,29,120
Honor,25,180
RealMe,28,193
Oppo,58,135
LG,24,-18
Motorola,52,18
Lenovo,34,135
RealMe,29,49
Nokia,12,139
Oppo,45,204
Lenovo,48,9
Motorola,44,186
Oppo,43,-21
OnePlus,40,70
Vivo,37,267
Vivo,55,-34
LYF,69,206
Motorola,34,80
Nokia,39,152
Oppo,51,-14
Honor,49,42
Lenovo,77,87
Motorola,37,29
LYF,41,146
OnePlus,44,258
Oppo,40,172
Apple,40,133
Nokia,57,-25
Oppo,35,110
Xioami,40,194
Motorola,48,83
LG,48,71
LG,42,199
Motorola,18,143
LG,82,194
LG,44,164
Apple,28,100
Nokia,48,105
RealMe,43,140
Apple,25,120
Samsung,27,136
Motorola,22,160
Nokia,49,207
Vivo,28,171
LG,57,117
Xioami,38,82
Honor,48,132
Honor,37,244
Vivo,27,84
Xioami,35,93
Nokia,34,185
RealMe,21,149
Samsung,44,203
LYF,18,133
LG,24,144
Apple,40,89
Oppo,52,94
LYF,64,18
Motorola,27,308
LYF,44,90
Motorola,38,221
RealMe,30,8
Samsung,43,55
LG,41,54
OnePlus,24,184
LG,32,237
Xioami,40,288
Xioami,55,58
Xioami,36,126
Nokia,54,2
Vivo,20,232
Motorola,16,323
LYF,35,134
Samsung,83,124
Samsung,40,171
Samsung,28,187
Apple,24,23
RealMe,48,95
Oppo,38,126
OnePlus,44,67
Oppo,39,86
Oppo,36,94
Lenovo,50,183
Apple,46,244
LYF,37,205
Vivo,42,160
LYF,37,74
Samsung,31,175
Nokia,28,153
Lenovo,32,105
Lenovo,44,140
Vivo,48,37
OnePlus,52,140
RealMe,17,192
LYF,33,31
Samsung,28,18
Nokia,47,232
OnePlus,23,125
Motorola,34,202
Samsung,64,268
Honor,31,169
Apple,38,72
Lenovo,23,0
Samsung,25,87
RealMe,22,167
Honor,46,28
LYF,48,166
LYF,70,116
Honor,20,138
Honor,21,140
Motorola,36,170
Lenovo,32,25
Lenovo,43,55
Lenovo,26,241
Lenovo,12,183
Nokia,17,84
Nokia,27,42
LG,46,-22
Xioami,66,36
LG,36,176
Honor,53,88
Motorola,27,70
LG,28,33
Vivo,34,87
LYF,10,-37
Xioami,25,160
RealMe,21,66
LG,30,251
Honor,16,140
Apple,41,218
Oppo,14,146
Xioami,23,9
Samsung,39,111
RealMe,31,69
RealMe,20,-12
Nokia,31,213
Samsung,42,226
LYF,25,285
Vivo,41,148
Lenovo,41,107
Motorola,39,220
OnePlus,17,-96
Oppo,54,69
Lenovo,26,209
LYF,25,204
LG,76,149
Apple,29,183
Lenovo,24,57
Nokia,61,131
RealMe,24,81
Lenovo,36,0
Xioami,36,69
LYF,20,64
OnePlus,33,190
Apple,36,185
Vivo,32,0
Apple,45,84
Lenovo,33,240
Samsung,64,87
OnePlus,45,114
Motorola,52,92
Samsung,42,119
Honor,55,88
Motorola,54,127
LG,29,53
Motorola,22,33
LG,21,26
Nokia,29,-34
LG,53,-31
Oppo,33,19
Lenovo,32,73
OnePlus,30,113
Vivo,40,123
Oppo,60,102
Nokia,21,269
Apple,30,80
Samsung,53,131
RealMe,55,53
Motorola,19,-2
Apple,32,51
Nokia,20,-7
LG,51,166
LYF,37,71
Lenovo,40,188
Oppo,43,142
LG,39,22
Oppo,29,94
Lenovo,28,59
OnePlus,14,95
Samsung,36,168
Oppo,39,134
Samsung,46,117
Xioami,30,29
Vivo,18,165
LYF,49,241
Nokia,41,163
Lenovo,40,124
Oppo,21,51
Oppo,10,220
Xioami,20,34
Oppo,43,85
Xioami,12,52
OnePlus,53,192
Honor,45,254
Lenovo,48,134
Motorola,29,230
Xioami,28,224
Motorola,34,320
LG,50,163
Nokia,52,18
Xioami,50,138
Xioami,29,-46
Motorola,43,110
Xioami,60,5
Samsung,33,188
Motorola,25,120
Apple,19,17
Honor,34,190
Xioami,38,113
LG,64,136
Honor,45,185
Xioami,60,15
RealMe,53,129
Apple,36,144
Nokia,46,65
Honor,51,190
Nokia,34,117
Samsung,53,207
LG,39,-5
Motorola,40,-8
Lenovo,53,99
LG,51,207
Oppo,17,123
LG,30,97
Honor,40,81
Samsung,45,212
Motorola,40,74
Oppo,24,199
Samsung,49,105
Lenovo,23,72
Honor,32,65
LG,31,35
Apple,58,-38
Vivo,40,160
Xioami,55,42
LYF,21,18
Nokia,26,66
Vivo,39,212
Lenovo,31,-88
Honor,37,101
LG,40,182
Motorola,35,89
Samsung,27,63
LG,48,43
LG,52,89
LYF,36,124
Vivo,40,62
Lenovo,42,-37
OnePlus,39,134
Honor,55,297
Xioami,30,186
Vivo,46,59
OnePlus,43,213
Oppo,45,214
Motorola,28,233
Apple,30,175
Xioami,11,55
Motorola,22,201
Oppo,48,272
RealMe,26,74
Apple,62,184
Lenovo,19,16
Lenovo,46,122
Apple,17,122
Xioami,46,84
Lenovo,10,242
LYF,21,110
Lenovo,39,96
LYF,49,169
LYF,29,94
Vivo,39,111
Xioami,22,152
OnePlus,35,190
Lenovo,56,263
Motorola,60,121
Apple,33,3
Apple,34,73
Honor,33,186
Lenovo,29,-8
Motorola,51,87
OnePlus,30,-54
Apple,32,201
LYF,21,151
Lenovo,37,48
Vivo,20,72
Apple,51,155
Lenovo,26,169
Vivo,68,-53
RealMe,57,49
RealMe,25,8
RealMe,52,156
RealMe,57,231
Xioami,69,128
Motorola,17,-75
Honor,44,175
LYF,13,86
Lenovo,32,114
Motorola,59,113
Oppo,17,88
LYF,40,138
RealMe,27,64
Motorola,36,-18
LG,47,118
Apple,71,93
Oppo,45,272
Lenovo,29,111
Motorola,37,269
Samsung,53,78
Xioami,25,176
Lenovo,23,128
Samsung,52,26
Lenovo,45,7
Lenovo,37,179
Apple,33,299
Motorola,37,79
Nokia,49,111
Nokia,47,55
Oppo,36,214
Motorola,78,82
Honor,40,162
Honor,41,187
Nokia,22,141
Honor,19,276
Motorola,44,105
Apple,55,113
Vivo,21,48
LG,36,82
Oppo,30,-1
Vivo,25,99
Vivo,36,92
OnePlus,26,29
Xioami,69,159
Oppo,24,224
Motorola,20,261
OnePlus,26,146
Nokia,38,74
LYF,39,7
Motorola,49,141
LYF,67,165
Lenovo,47,-31
Apple,38,162
Samsung,49,102
Honor,26,170
Vivo,30,114
OnePlus,34,154
OnePlus,22,181
Samsung,54,38
OnePlus,44,167
LG,46,49
RealMe,46,183
Lenovo,18,190
LYF,27,239
OnePlus,41,91
Vivo,41,139
RealMe,32,31
LG,25,22
Honor,17,-30
Apple,47,160
Oppo,50,89
Xioami,35,37
OnePlus,77,78
Xioami,30,62
Nokia,26,65
LG,32,151
Samsung,31,148
RealMe,23,323
LYF,48,136
OnePlus,18,107
LYF,75,134
OnePlus,27,65
Honor,32,36
Lenovo,27,207
LYF,28,64
Xioami,51,152
Xioami,39,102
Motorola,38,89
Apple,32,305
Lenovo,50,122
Nokia,25,165
LYF,16,95
LYF,61,287
Xioami,24,158
Motorola,42,132
Nokia,42,42
Samsung,53,97
Xioami,28,260
Oppo,50,200
Honor,47,15
Motorola,37,223
Nokia,37,70
LYF,39,78
Oppo,20,38
Nokia,24,163
LG,32,-14
Samsung,30,98
Honor,54,189
Honor,33,102
RealMe,43,181
LYF,51,177
LYF,43,-52
OnePlus,26,108
Honor,42,140
LG,54,229
RealMe,37,150
Motorola,46,92
OnePlus,33,200
Honor,27,122
Apple,48,264
Oppo,13,138
Motorola,29,40
Samsung,39,184
LG,50,237
Lenovo,49,76
RealMe,28,361
Vivo,63,182
Xioami,37,124
Vivo,39,153
Samsung,33,152
OnePlus,56,177
Apple,28,166
Vivo,34,240
Lenovo,22,176
Samsung,55,137
Nokia,84,83
Honor,39,135
LG,23,27
Lenovo,21,138
RealMe,36,193
Oppo,28,170
Nokia,48,182
Xioami,50,181
Oppo,41,132
Honor,43,131
Motorola,21,-50
Xioami,13,203
Vivo,32,187
LG,48,111
LYF,38,88
RealMe,33,81
Motorola,43,170
RealMe,36,11
Nokia,40,45
Apple,32,-31
LG,29,244
OnePlus,53,196
Honor,40,235
Samsung,32,35
LYF,46,62
LYF,37,169
Motorola,30,165
Samsung,23,10
LYF,39,74
Motorola,30,97
Motorola,29,42
Nokia,22,61
LG,54,206
Xioami,26,59
Apple,73,229
Lenovo,56,92
LG,23,102
Oppo,30,279
Motorola,47,112
OnePlus,25,28
RealMe,21,117
Motorola,59,176
LG,29,172
Honor,36,61
Motorola,22,51
Nokia,27,86
Oppo,15,126
Honor,35,147
RealMe,55,117
LG,54,84
Motorola,28,310
Nokia,41,236
Samsung,43,22
Xioami,32,173
Xioami,38,-10
RealMe,34,143
Motorola,27,181
RealMe,20,244
Nokia,12,74
OnePlus,54,167
OnePlus,35,95
Apple,16,163
Lenovo,59,-65
RealMe,52,23
Lenovo,43,207
Samsung,46,192
RealMe,20,5
Nokia,59,188
Lenovo,24,84
Xioami,38,-40
Xioami,39,266
Lenovo,17,97
LG,21,85
Oppo,47,180
RealMe,59,82
Vivo,55,174
Honor,53,105
Samsung,36,208
OnePlus,16,93
Nokia,58,75
Lenovo,69,99
RealMe,26,135
Motorola,48,107
Samsung,41,-61
LG,25,230
Xioami,39,101
Oppo,10,175
OnePlus,48,63
OnePlus,40,197
Xioami,24,80
RealMe,53,176
Vivo,40,197
OnePlus,24,132
Motorola,52,-1
Vivo,50,125
Oppo,39,76
Samsung,33,202
Xioami,50,-134
OnePlus,64,34
Nokia,50,63
Nokia,28,104
Lenovo,53,56
LYF,31,89
Lenovo,18,174
RealMe,33,69
Oppo,31,250
Lenovo,42,41
RealMe,41,126
Samsung,38,14
OnePlus,28,137
Nokia,25,110
Oppo,19,98
Apple,36,129
Samsung,38,25
LYF,64,216
Samsung,24,141
Xioami,58,163
Honor,29,174
Apple,37,100
OnePlus,30,74
OnePlus,61,-36
Nokia,14,44
OnePlus,60,-45
Vivo,36,118
OnePlus,35,142
LG,27,111
RealMe,53,235
Apple,46,143
RealMe,32,151
LYF,23,165
Nokia,18,182
Samsung,43,73
Honor,16,84
Oppo,40,138
LYF,43,263
LG,39,22
RealMe,20,188
Nokia,32,111
Honor,34,66
Vivo,51,84
Xioami,31,108
Motorola,24,110
Vivo,36,249
RealMe,32,73
RealMe,42,-20
Samsung,45,130
LYF,55,63
Apple,23,4
Lenovo,45,99
Lenovo,43,109
Vivo,53,21
Vivo,30,153
OnePlus,18,167
OnePlus,32,124
LYF,22,117
Oppo,38,218
OnePlus,29,46
Motorola,17,205
Xioami,38,130
LYF,23,145
OnePlus,10,136
OnePlus,19,197
OnePlus,43,183
Oppo,43,161
Oppo,37,81
Motorola,53,244
LYF,13,0
Motorola,57,40
Oppo,32,172
Samsung,51,138
OnePlus,17,125
RealMe,47,134
Apple,23,-56
Motorola,59,213
Apple,62,-67
Oppo,21,55
Honor,30,105
LG,27,139
Nokia,27,35
Apple,31,245
Xioami,49,178
Oppo,48,-58
Samsung,31,232
Nokia,74,167
Oppo,22,-3
Honor,21,43
Nokia,37,235
Apple,39,87
LYF,28,145
Apple,36,45
Oppo,11,115
Apple,29,16
LYF,24,352
Motorola,27,-43
Honor,53,50
Honor,32,216
Xioami,22,114
LYF,22,81
Lenovo,50,135
Apple,42,21
Honor,60,-35
Vivo,39,0
Xioami,24,-48
OnePlus,35,-76
Lenovo,39,100
Honor,57,94
Lenovo,11,-23
Apple,19,165
Nokia,31,176
Nokia,12,133
RealMe,30,209
Lenovo,18,182
Samsung,27,72
LYF,18,194
Xioami,34,29
RealMe,24,58
Honor,53,111
RealMe,16,157
Honor,13,-17
Vivo,36,130
LG,51,76
RealMe,33,77
Nokia,51,107
OnePlus,32,56
LG,13,53
Lenovo,51,252
Apple,32,147
Honor,42,41
Vivo,23,58
RealMe,32,26
Lenovo,49,109
Oppo,52,21
Lenovo,21,35
Vivo,67,258
Apple,38,96
OnePlus,46,-60
Motorola,28,136
Vivo,27,165
Lenovo,39,166
Honor,53,212
Motorola,48,66
Xioami,50,246
Motorola,21,125
OnePlus,14,122
Vivo,47,-123
Vivo,50,162
Xioami,59,101
Samsung,55,133
LG,19,76
Xioami,68,168
Motorola,27,228
Motorola,35,81
Motorola,54,62
OnePlus,52,148
RealMe,37,78
Honor,61,84
Xioami,13,221
Oppo,26,30
Samsung,26,89
Honor,23,67
LG,21,25
LG,46,94
Lenovo,68,181
Nokia,37,70
Samsung,43,210
RealMe,29,-29
Oppo,23,190
Lenovo,47,323
Lenovo,45,191
RealMe,89,80
Honor,58,216
OnePlus,50,146
Vivo,21,33
Honor,35,-17
Lenovo,39,81
LG,32,234
OnePlus,70,190
Xioami,34,207
LYF,41,28
LG,40,153
Xioami,36,72
LYF,50,302
Lenovo,43,51
Samsung,39,69
OnePlus,51,99
Nokia,45,356
RealMe,52,77
LYF,51,116
OnePlus,25,34
Vivo,48,118
Vivo,38,47
Vivo,57,91
LYF,41,109
Motorola,14,-52
Nokia,33,51
Honor,26,128
Oppo,37,24
Apple,33,65
Nokia,19,45
Lenovo,27,96
LYF,55,112
Xioami,24,126
Xioami,51,117
RealMe,33,54
Samsung,49,87
Samsung,36,79
LYF,29,101
LYF,29,98
Nokia,27,130
LG,39,106
Oppo,87,106
LG,40,177
LG,54,204
Vivo,24,23
Honor,26,172
Nokia,76,104
LG,43,-13
Lenovo,45,203
LYF,38,201
LG,56,194
Apple,23,54
Motorola,52,157
Samsung,46,-5
Vivo,49,42
LYF,22,142
Samsung,31,99
Motorola,45,159
LG,41,14
Vivo,53,243
Oppo,43,171
Xioami,10,-81
Vivo,38,-3
Oppo,33,-22
Lenovo,13,103
Vivo,50,90
Nokia,30,33
Oppo,32,-18
Oppo,43,97
Apple,68,119
Motorola,26,120
Vivo,48,210
Xioami,18,121
Vivo,35,177
Motorola,39,157
Lenovo,47,210
Samsung,13,-15
Honor,12,93
RealMe,49,250
Oppo,14,206
Nokia,34,142
Vivo,35,110
Honor,26,-1
Honor,25,130
Vivo,60,302
OnePlus,18,160
Lenovo,45,112
LG,24,68
Apple,24,31
Lenovo,30,161
LYF,43,45
Vivo,41,59
LYF,34,108
Nokia,42,228
RealMe,32,154
LYF,25,69
Lenovo,28,76
Xioami,67,42
Nokia,13,129
Oppo,34,133
Nokia,42,278
Honor,40,123
Lenovo,21,-16
RealMe,19,117
LG,48,27
RealMe,40,223
OnePlus,45,25
Oppo,41,195
Samsung,31,243
LG,35,245
Nokia,37,127
Oppo,36,211
OnePlus,69,252
Honor,22,134
LYF,38,-23
OnePlus,28,71
Oppo,72,56
Nokia,28,92
LG,44,94
Xioami,49,224
RealMe,20,76
Lenovo,34,99
Honor,36,97
Nokia,24,196
LYF,23,275
Oppo,46,123
LYF,48,60
Samsung,14,60
Apple,33,89
LYF,49,173
Lenovo,16,196
Vivo,31,-98
Motorola,24,47
Motorola,44,245
Oppo,29,-60
Oppo,34,119
LG,44,177
Motorola,42,100
Samsung,37,118
Honor,39,33
Oppo,13,196
Vivo,39,194
LYF,23,219
Samsung,28,80
Lenovo,32,116
Honor,34,49
LG,33,41
LG,12,94
RealMe,36,209
Samsung,50,118
Xioami,20,126
RealMe,44,217
Apple,27,38
Honor,41,182
Xioami,32,130
Xioami,44,52
RealMe,31,282
Nokia,49,149
OnePlus,23,42
Xioami,37,144
Oppo,17,85
Xioami,51,254
Motorola,31,111
OnePlus,44,204
RealMe,21,220
LYF,50,112
OnePlus,27,182
Lenovo,46,50
LG,41,156
Motorola,57,80
Samsung,24,132
LYF,32,96
LYF,31,172
Oppo,30,107
RealMe,46,189
RealMe,36,169
Honor,34,110
Motorola,18,53
Honor,33,142
Vivo,25,117
LYF,49,33
Motorola,56,148
Oppo,37,114
Oppo,17,126
LYF,24,209
Honor,43,49
Lenovo,17,87
Lenovo,28,18
Samsung,28,92
Honor,34,126
Lenovo,34,124
Nokia,11,85
RealMe,23,332
RealMe,26,123
Oppo,89,65
Vivo,35,128
Oppo,32,69
RealMe,31,189
Lenovo,49,310
Apple,40,28
LYF,49,79
Nokia,34,110
RealMe,42,158
Motorola,18,125
Motorola,32,261
Vivo,54,97
Motorola,43,40
OnePlus,20,18
Lenovo,33,107
Vivo,47,69
Apple,57,129
Motorola,28,151
OnePlus,43,-56
OnePlus,26,76
Lenovo,32,163
LG,52,68
Xioami,36,118
Lenovo,44,130
Samsung,19,61
Vivo,44,101
Oppo,30,168
Lenovo,49,148
Vivo,47,96
RealMe,62,169
Samsung,44,91
LG,19,178
Vivo,44,37
Honor,61,109
Lenovo,14,203
Honor,38,144
OnePlus,56,298
Honor,54,156
Oppo,66,169
Apple,35,104
RealMe,38,225
RealMe,42,53
Apple,30,126
LYF,46,58
Oppo,28,221
RealMe,48,67
Xioami,36,170
Lenovo,35,80
Apple,59,149
Apple,25,199
Apple,39,51
Honor,48,252
Honor,22,123
Vivo,65,-10
Xioami,46,171
Honor,65,154
LYF,28,79
Lenovo,59,162
Samsung,42,51
Xioami,39,129
Samsung,35,133
Oppo,10,209
Vivo,43,217
OnePlus,21,247
Vivo,20,138
Apple,41,-2
Nokia,41,116
Vivo,21,226
RealMe,56,146
LG,48,268
Samsung,42,161
Xioami,46,131
Oppo,48,-5
RealMe,23,159
Oppo,23,173
Samsung,50,68
LYF,32,133
Nokia,30,66
Xioami,32,-1
LYF,37,164
OnePlus,41,205
Vivo,29,-91
Motorola,19,6
RealMe,27,68
OnePlus,29,-51
OnePlus,12,177
Oppo,16,18
LYF,48,246
Oppo,38,151
Motorola,49,-1
Lenovo,32,123
RealMe,52,211
Samsung,51,128
Lenovo,52,17
Lenovo,33,103
Samsung,29,231
OnePlus,37,108
RealMe,39,116
Apple,49,124
Samsung,29,84
Lenovo,24,109
Motorola,58,52
RealMe,25,37
LYF,55,196
Xioami,46,284
Apple,15,110
LG,20,241
OnePlus,32,-69
Nokia,39,157
RealMe,26,188
RealMe,39,71
LYF,32,209
Nokia,40,84
LG,23,80
RealMe,54,92
Nokia,52,9
Xioami,44,67
Apple,27,-34
Vivo,70,184
Honor,22,146
Honor,74,276
LG,35,38
OnePlus,34,127
Honor,19,98
Motorola,50,143
Xioami,24,3
Honor,26,55
Xioami,35,116
Vivo,34,138
Vivo,36,252
OnePlus,35,77
Samsung,48,157
LYF,36,217
Oppo,36,81
LG,36,145
LG,20,109
Vivo,10,24
Xioami,38,-36
LG,27,345
Xioami,30,2
Apple,67,163
Lenovo,33,86
RealMe,10,95
Motorola,25,101
Nokia,28,128
Apple,51,41
Honor,36,126
Nokia,43,198
Vivo,15,259
Lenovo,42,135
Samsung,41,8
LG,29,161
Oppo,49,290
Nokia,44,134
Xioami,32,302
LYF,13,0
Honor,62,60
Samsung,34,189
Motorola,48,73
Oppo,44,-4
LYF,11,286
LG,28,161
Nokia,39,158
Honor,20,103
RealMe,28,-48
Apple,30,15
Xioami,30,209
Apple,24,-66
Xioami,26,165
Honor,40,221
LG,53,211
Apple,20,170
LYF,52,131
LG,12,35
OnePlus,35,28
LYF,33,159
Samsung,17,51
Oppo,34,341
RealMe,18,21
LYF,36,132
RealMe,29,211
LYF,59,61
Lenovo,16,133
Xioami,46,190
Vivo,44,121
Honor,46,115
RealMe,63,245
Oppo,25,164
LG,25,26
Honor,18,114
Vivo,35,130
Honor,37,54
OnePlus,45,151
RealMe,38,62
LYF,45,137
Motorola,24,128
Apple,39,176
OnePlus,49,90
LG,47,284
Lenovo,32,80
Samsung,49,117
Honor,33,274
Apple,51,205
Vivo,40,144
Honor,52,274
Apple,36,120
Oppo,12,153
Lenovo,12,32
LG,55,96
Apple,27,120
Oppo,17,56
Vivo,39,-12
LG,49,161
RealMe,35,105
Nokia,36,94
Vivo,30,193
Xioami,25,92
LG,58,117
Samsung,52,264
RealMe,25,189
Oppo,71,219
Apple,26,95
Apple,45,118
Xioami,57,43
Oppo,24,-25
Honor,22,164
Nokia,26,73
Honor,62,81
Apple,39,80
OnePlus,62,46
RealMe,35,140
OnePlus,40,134
Motorola,18,220
Lenovo,43,89
Motorola,16,89
Honor,34,178
Lenovo,57,72
Oppo,59,106
Samsung,51,251
Lenovo,22,68
LG,44,138
LYF,40,277
Motorola,32,39
Apple,32,197
Xioami,34,158
LG,19,213
Samsung,25,170
Oppo,29,90
LG,20,-97
LG,26,81
LYF,43,200
LYF,30,66
Lenovo,40,42
RealMe,28,50
Oppo,17,199
Xioami,36,13
Xioami,41,-34
Motorola,28,160
LYF,55,245
LYF,27,30
Oppo,36,83
Xioami,21,200
Lenovo,64,174
LG,38,131
LG,26,86
LYF,46,3
Vivo,27,200
Xioami,28,175
Samsung,24,131
Apple,41,211
Samsung,47,166
LYF,42,153
Samsung,23,160
Motorola,20,67
Samsung,18,-14
Motorola,15,234
RealMe,14,35
LYF,15,0
Nokia,61,103
LG,48,3
Honor,31,8
Nokia,35,38
OnePlus,39,116
Nokia,41,155
Vivo,24,138
Vivo,35,55
Lenovo,44,3
Nokia,40,93
Xioami,60,1
Xioami,52,126
Lenovo,54,30
Nokia,20,47
Motorola,46,91
RealMe,27,116
Lenovo,25,256
Nokia,28,165
Nokia,25,2
Samsung,48,190
Vivo,63,-10
Lenovo,35,24
RealMe,17,47
Honor,24,123
Xioami,60,75
Vivo,22,108
RealMe,34,205
RealMe,18,62
Vivo,19,203
LG,47,300
Apple,34,63
LYF,18,173
Apple,34,53
OnePlus,35,17
Honor,42,50
LG,31,70
OnePlus,33,183
Samsung,56,76
Nokia,52,173
Honor,10,127
Samsung,32,9
LYF,47,34
Motorola,70,112
Xioami,19,108
Apple,33,90
LYF,59,145
LYF,25,-68
Xioami,15,134
Nokia,30,-22
Lenovo,51,186
Honor,32,158
Apple,38,-8
RealMe,41,270
OnePlus,10,289
LG,29,264
LYF,48,233
Samsung,40,193
Apple,31,59
LYF,28,53
LG,17,195
Oppo,55,222
Apple,36,128
Lenovo,19,108
Xioami,18,238
Samsung,17,156
Apple,43,56
RealMe,53,-36
